attribute_definition_id,attribute_definition_name,value,id,asset_id,profile_id
231,Vehicle Access,No,936630,48267,253
219,Has Edge Guard,No,2377919,48267,253
209,Surface Material,TBD,2551837,48267,253
306,Next Inspection by Staff,2026-01-23,2691580,48267,253
345,acs Accessible Priority,Medium,2944088,48267,253
347,Height,0,3016920,48267,253
226,Fall Height,-1,3022753,48267,253
292,Last Inspection by Qualified Professional,1994-01-01,3034081,48267,253
360,PO2026 Agrmt Priority,high,3128268,48267,253
3,GIS ID,bridges.48296,294943,48296,253
67,"Material (Frame, Tank, Body)",Timber/Wood,936631,48296,253
198,Width,1.00,936632,48296,253
204,acs Is Asset Accessible,Yes,936633,48296,253
205,acs Is the Route to the Asset Accessible,Yes,936634,48296,253
216,Decking Material,Timber,936635,48296,253
217,Structure Material,Timber,936636,48296,253
218,Has Pedestrian Railing,TBD,936637,48296,253
221,Length,15.00,936638,48296,253
223,Load Capacity,0.00,936639,48296,253
228,Bridge Type,Beam,936640,48296,253
229,Abutment Material,TBD,936641,48296,253
231,Vehicle Access,No,936642,48296,253
219,Has Edge Guard,Yes,2377920,48296,253
209,Surface Material,TBD,2551838,48296,253
306,Next Inspection by Staff,2025-10-15,2691608,48296,253
293,Next Inspection by Qualified Professional,2011-01-01,2812680,48296,253
345,acs Accessible Priority,Medium,2944101,48296,253
347,Height,6,3016921,48296,253
226,Fall Height,-1,3022756,48296,253
292,Last Inspection by Qualified Professional,2006-01-01,3034083,48296,253
360,PO2026 Agrmt Priority,high,3149173,48296,253
3,GIS ID,bridges.48340,295119,48340,253
67,"Material (Frame, Tank, Body)",,936643,48340,253
198,Width,1.00,936644,48340,253
204,acs Is Asset Accessible,Yes,936645,48340,253
205,acs Is the Route to the Asset Accessible,TBD,936646,48340,253
216,Decking Material,Timber,936647,48340,253
217,Structure Material,Steel,936648,48340,253
218,Has Pedestrian Railing,No railings,936649,48340,253
221,Length,4,936650,48340,253
223,Load Capacity,0.00,936651,48340,253
228,Bridge Type,TBD,936652,48340,253
229,Abutment Material,TBD,936653,48340,253
231,Vehicle Access,No,936654,48340,253
219,Has Edge Guard,Yes,2377922,48340,253
209,Surface Material,Wood or Timber,2551840,48340,253
306,Next Inspection by Staff,2026-05-01,2691641,48340,253
293,Next Inspection by Qualified Professional,2023-01-01,2812688,48340,253
345,acs Accessible Priority,Medium,2944112,48340,253
347,Height,2,3016922,48340,253
226,Fall Height,-1,3022757,48340,253
292,Last Inspection by Qualified Professional,2018-01-01,3034091,48340,253
360,PO2026 Agrmt Priority,high,3121348,48340,253
3,GIS ID,bridges.48341,295123,48341,253
67,"Material (Frame, Tank, Body)",,936655,48341,253
198,Width,1.00,936656,48341,253
204,acs Is Asset Accessible,Partially Describe in Condition Assessment,936657,48341,253
205,acs Is the Route to the Asset Accessible,Partially Describe in Condition Assessment,936658,48341,253
216,Decking Material,Steel,936659,48341,253
217,Structure Material,Steel,936660,48341,253
218,Has Pedestrian Railing,No railings,936661,48341,253
221,Length,5,936662,48341,253
223,Load Capacity,0.00,936663,48341,253
228,Bridge Type,,936664,48341,253
229,Abutment Material,,936665,48341,253
231,Vehicle Access,No,936666,48341,253
219,Has Edge Guard,Yes,2377923,48341,253
209,Surface Material,Wood or Timber,2551841,48341,253
306,Next Inspection by Staff,2026-05-01,2691642,48341,253
293,Next Inspection by Qualified Professional,2023-01-01,2812689,48341,253
345,acs Accessible Priority,Medium,2944113,48341,253
347,Height,1,3016923,48341,253
226,Fall Height,-1,3022758,48341,253
292,Last Inspection by Qualified Professional,2018-01-01,3034092,48341,253
360,PO2026 Agrmt Priority,high,3121349,48341,253
3,GIS ID,bridges.48342,295127,48342,253
67,"Material (Frame, Tank, Body)",,936667,48342,253
198,Width,1.5,936668,48342,253
204,acs Is Asset Accessible,Yes,936669,48342,253
205,acs Is the Route to the Asset Accessible,No,936670,48342,253
216,Decking Material,Timber,936671,48342,253
217,Structure Material,Steel,936672,48342,253
218,Has Pedestrian Railing,No railings,936673,48342,253
221,Length,2.5,936674,48342,253
223,Load Capacity,0.00,936675,48342,253
228,Bridge Type,TBD,936676,48342,253
229,Abutment Material,TBD,936677,48342,253
231,Vehicle Access,No,936678,48342,253
219,Has Edge Guard,Yes,2377924,48342,253
209,Surface Material,Wood or Timber,2551842,48342,253
306,Next Inspection by Staff,2026-05-01,2691643,48342,253
293,Next Inspection by Qualified Professional,2023-01-01,2812690,48342,253
345,acs Accessible Priority,Medium,2944114,48342,253
347,Height,0.5,3016924,48342,253
226,Fall Height,-1,3022759,48342,253
292,Last Inspection by Qualified Professional,2018-01-01,3034093,48342,253
360,PO2026 Agrmt Priority,high,3121350,48342,253
3,GIS ID,bridges.48343,295131,48343,253
67,"Material (Frame, Tank, Body)",,936679,48343,253
198,Width,1.5,936680,48343,253
204,acs Is Asset Accessible,No,936681,48343,253
205,acs Is the Route to the Asset Accessible,No,936682,48343,253
216,Decking Material,Timber,936683,48343,253
217,Structure Material,Steel,936684,48343,253
218,Has Pedestrian Railing,TBD,936685,48343,253
221,Length,8,936686,48343,253
223,Load Capacity,0,936687,48343,253
228,Bridge Type,TBD,936688,48343,253
229,Abutment Material,TBD,936689,48343,253
231,Vehicle Access,No,936690,48343,253
219,Has Edge Guard,No,2377925,48343,253
209,Surface Material,Wood or Timber,2551843,48343,253
306,Next Inspection by Staff,2026-05-01,2691644,48343,253
293,Next Inspection by Qualified Professional,2023-01-01,2812691,48343,253
345,acs Accessible Priority,Medium,2944115,48343,253
347,Height,2,3016925,48343,253
226,Fall Height,-1,3022760,48343,253
292,Last Inspection by Qualified Professional,2018-01-01,3034094,48343,253
360,PO2026 Agrmt Priority,high,3121351,48343,253
3,GIS ID,bridges.48344,295135,48344,253
67,"Material (Frame, Tank, Body)",TBD,936691,48344,253
198,Width,1.5,936692,48344,253
204,acs Is Asset Accessible,Yes,936693,48344,253
205,acs Is the Route to the Asset Accessible,Yes,936694,48344,253
216,Decking Material,Timber,936695,48344,253
217,Structure Material,Steel,936696,48344,253
218,Has Pedestrian Railing,TBD,936697,48344,253
221,Length,5,936698,48344,253
223,Load Capacity,0.00,936699,48344,253
228,Bridge Type,TBD,936700,48344,253
229,Abutment Material,TBD,936701,48344,253
231,Vehicle Access,No,936702,48344,253
219,Has Edge Guard,No,2377926,48344,253
209,Surface Material,Wood or Timber,2551844,48344,253
306,Next Inspection by Staff,2026-05-01,2691645,48344,253
293,Next Inspection by Qualified Professional,1969-01-01,2812692,48344,253
345,acs Accessible Priority,Medium,2944116,48344,253
347,Height,2,3016926,48344,253
226,Fall Height,-1,3022761,48344,253
292,Last Inspection by Qualified Professional,1964-01-01,3034095,48344,253
360,PO2026 Agrmt Priority,high,3121352,48344,253
3,GIS ID,bridges.48345,295139,48345,253
67,"Material (Frame, Tank, Body)",Metal,936703,48345,253
198,Width,1.00,936704,48345,253
204,acs Is Asset Accessible,Yes,936705,48345,253
205,acs Is the Route to the Asset Accessible,No,936706,48345,253
216,Decking Material,Timber,936707,48345,253
217,Structure Material,TBD,936708,48345,253
218,Has Pedestrian Railing,No railings,936709,48345,253
221,Length,4,936710,48345,253
223,Load Capacity,0.00,936711,48345,253
228,Bridge Type,TBD,936712,48345,253
229,Abutment Material,TBD,936713,48345,253
231,Vehicle Access,No,936714,48345,253
219,Has Edge Guard,Yes,2377927,48345,253
209,Surface Material,Wood or Timber,2551845,48345,253
306,Next Inspection by Staff,2026-05-01,2691646,48345,253
293,Next Inspection by Qualified Professional,2023-01-01,2812693,48345,253
345,acs Accessible Priority,Medium,2944117,48345,253
347,Height,1,3016927,48345,253
226,Fall Height,-1,3022762,48345,253
292,Last Inspection by Qualified Professional,2018-01-01,3034096,48345,253
360,PO2026 Agrmt Priority,high,3121353,48345,253
3,GIS ID,bridges.48488,295711,48488,253
67,"Material (Frame, Tank, Body)",Timber/Wood,936739,48488,253
198,Width,1,936740,48488,253
204,acs Is Asset Accessible,No,936741,48488,253
205,acs Is the Route to the Asset Accessible,No,936742,48488,253
216,Decking Material,TBD,936743,48488,253
217,Structure Material,TBD,936744,48488,253
218,Has Pedestrian Railing,TBD,936745,48488,253
221,Length,0,936746,48488,253
223,Load Capacity,0,936747,48488,253
228,Bridge Type,Beam,936748,48488,253
229,Abutment Material,TBD,936749,48488,253
231,Vehicle Access,No,936750,48488,253
219,Has Edge Guard,No,2377931,48488,253
209,Surface Material,TBD,2551849,48488,253
306,Next Inspection by Staff,2025-08-24,2691764,48488,253
293,Next Inspection by Qualified Professional,2011-01-01,2812716,48488,253
345,acs Accessible Priority,Medium,2944161,48488,253
347,Height,1,3016928,48488,253
226,Fall Height,-1,3022767,48488,253
292,Last Inspection by Qualified Professional,2006-01-01,3034115,48488,253
360,PO2026 Agrmt Priority,high,3158443,48488,253
3,GIS ID,bridges.48619,296235,48619,253
67,"Material (Frame, Tank, Body)",TBD,936751,48619,253
198,Width,1,936752,48619,253
204,acs Is Asset Accessible,TBD,936753,48619,253
205,acs Is the Route to the Asset Accessible,TBD,936754,48619,253
216,Decking Material,TBD,936755,48619,253
217,Structure Material,TBD,936756,48619,253
218,Has Pedestrian Railing,No railings,936757,48619,253
221,Length,0,936758,48619,253
223,Load Capacity,0,936759,48619,253
228,Bridge Type,TBD,936760,48619,253
229,Abutment Material,TBD,936761,48619,253
231,Vehicle Access,No,936762,48619,253
219,Has Edge Guard,No,2377933,48619,253
209,Surface Material,TBD,2551851,48619,253
306,Next Inspection by Staff,2026-05-01,2691877,48619,253
293,Next Inspection by Qualified Professional,2024-05-01,2812726,48619,253
345,acs Accessible Priority,TBD,2944203,48619,253
347,Height,0,3016929,48619,253
360,PO2026 Agrmt Priority,Not Applicable,3076840,48619,253
3,GIS ID,bridges.48620,296239,48620,253
67,"Material (Frame, Tank, Body)",TBD,936763,48620,253
198,Width,1,936764,48620,253
204,acs Is Asset Accessible,TBD,936765,48620,253
205,acs Is the Route to the Asset Accessible,TBD,936766,48620,253
216,Decking Material,TBD,936767,48620,253
217,Structure Material,TBD,936768,48620,253
218,Has Pedestrian Railing,No railings,936769,48620,253
221,Length,0,936770,48620,253
223,Load Capacity,0,936771,48620,253
228,Bridge Type,TBD,936772,48620,253
229,Abutment Material,TBD,936773,48620,253
231,Vehicle Access,No,936774,48620,253
219,Has Edge Guard,No,2377934,48620,253
209,Surface Material,TBD,2551852,48620,253
306,Next Inspection by Staff,2026-05-01,2691878,48620,253
293,Next Inspection by Qualified Professional,1995-01-01,2812727,48620,253
345,acs Accessible Priority,Medium,2944204,48620,253
347,Height,0,3016930,48620,253
226,Fall Height,-1,3022769,48620,253
292,Last Inspection by Qualified Professional,1990-01-01,3034123,48620,253
360,PO2026 Agrmt Priority,high,3133557,48620,253
3,GIS ID,bridges.48621,296243,48621,253
67,"Material (Frame, Tank, Body)",TBD,936775,48621,253
198,Width,1,936776,48621,253
204,acs Is Asset Accessible,TBD,936777,48621,253
205,acs Is the Route to the Asset Accessible,TBD,936778,48621,253
216,Decking Material,TBD,936779,48621,253
217,Structure Material,TBD,936780,48621,253
218,Has Pedestrian Railing,No railings,936781,48621,253
221,Length,0,936782,48621,253
223,Load Capacity,0,936783,48621,253
228,Bridge Type,TBD,936784,48621,253
229,Abutment Material,TBD,936785,48621,253
231,Vehicle Access,No,936786,48621,253
219,Has Edge Guard,No,2377935,48621,253
209,Surface Material,TBD,2551853,48621,253
306,Next Inspection by Staff,2026-05-01,2691879,48621,253
293,Next Inspection by Qualified Professional,2009-01-01,2812728,48621,253
345,acs Accessible Priority,Medium,2944205,48621,253
347,Height,0,3016931,48621,253
226,Fall Height,-1,3022770,48621,253
292,Last Inspection by Qualified Professional,2004-01-01,3034124,48621,253
360,PO2026 Agrmt Priority,high,3133558,48621,253
3,GIS ID,bridges.48622,296247,48622,253
67,"Material (Frame, Tank, Body)",TBD,936787,48622,253
198,Width,1,936788,48622,253
204,acs Is Asset Accessible,TBD,936789,48622,253
205,acs Is the Route to the Asset Accessible,TBD,936790,48622,253
216,Decking Material,TBD,936791,48622,253
217,Structure Material,TBD,936792,48622,253
218,Has Pedestrian Railing,No railings,936793,48622,253
221,Length,0,936794,48622,253
223,Load Capacity,0,936795,48622,253
228,Bridge Type,TBD,936796,48622,253
229,Abutment Material,TBD,936797,48622,253
231,Vehicle Access,No,936798,48622,253
219,Has Edge Guard,No,2377936,48622,253
209,Surface Material,TBD,2551854,48622,253
306,Next Inspection by Staff,2026-05-01,2691880,48622,253
293,Next Inspection by Qualified Professional,2010-01-01,2812729,48622,253
345,acs Accessible Priority,Medium,2944206,48622,253
347,Height,0,3016932,48622,253
226,Fall Height,-1,3022771,48622,253
292,Last Inspection by Qualified Professional,2005-01-01,3034125,48622,253
360,PO2026 Agrmt Priority,high,3133559,48622,253
3,GIS ID,bridges.48623,296251,48623,253
67,"Material (Frame, Tank, Body)",TBD,936799,48623,253
198,Width,1,936800,48623,253
204,acs Is Asset Accessible,TBD,936801,48623,253
205,acs Is the Route to the Asset Accessible,TBD,936802,48623,253
216,Decking Material,TBD,936803,48623,253
217,Structure Material,TBD,936804,48623,253
218,Has Pedestrian Railing,No railings,936805,48623,253
221,Length,0,936806,48623,253
223,Load Capacity,0,936807,48623,253
228,Bridge Type,TBD,936808,48623,253
229,Abutment Material,TBD,936809,48623,253
231,Vehicle Access,No,936810,48623,253
219,Has Edge Guard,No,2377937,48623,253
209,Surface Material,TBD,2551855,48623,253
306,Next Inspection by Staff,2026-05-01,2691881,48623,253
293,Next Inspection by Qualified Professional,2010-01-01,2812730,48623,253
345,acs Accessible Priority,Medium,2944207,48623,253
347,Height,0,3016933,48623,253
226,Fall Height,-1,3022772,48623,253
292,Last Inspection by Qualified Professional,2005-01-01,3034126,48623,253
360,PO2026 Agrmt Priority,high,3133560,48623,253
3,GIS ID,bridges.48624,296255,48624,253
67,"Material (Frame, Tank, Body)",TBD,936811,48624,253
198,Width,1,936812,48624,253
204,acs Is Asset Accessible,TBD,936813,48624,253
205,acs Is the Route to the Asset Accessible,TBD,936814,48624,253
216,Decking Material,TBD,936815,48624,253
217,Structure Material,TBD,936816,48624,253
218,Has Pedestrian Railing,No railings,936817,48624,253
221,Length,0,936818,48624,253
223,Load Capacity,0,936819,48624,253
228,Bridge Type,TBD,936820,48624,253
229,Abutment Material,TBD,936821,48624,253
231,Vehicle Access,No,936822,48624,253
219,Has Edge Guard,No,2377938,48624,253
209,Surface Material,TBD,2551856,48624,253
306,Next Inspection by Staff,2026-05-01,2691882,48624,253
293,Next Inspection by Qualified Professional,2010-01-01,2812731,48624,253
345,acs Accessible Priority,Medium,2944208,48624,253
347,Height,0,3016934,48624,253
226,Fall Height,-1,3022773,48624,253
292,Last Inspection by Qualified Professional,2005-01-01,3034127,48624,253
360,PO2026 Agrmt Priority,high,3133561,48624,253
3,GIS ID,bridges.48625,296259,48625,253
67,"Material (Frame, Tank, Body)",Timber/Wood,936823,48625,253
198,Width,1,936824,48625,253
204,acs Is Asset Accessible,TBD,936825,48625,253
205,acs Is the Route to the Asset Accessible,TBD,936826,48625,253
216,Decking Material,TBD,936827,48625,253
217,Structure Material,TBD,936828,48625,253
218,Has Pedestrian Railing,No railings,936829,48625,253
221,Length,0,936830,48625,253
223,Load Capacity,0,936831,48625,253
228,Bridge Type,Beam,936832,48625,253
229,Abutment Material,TBD,936833,48625,253
231,Vehicle Access,No,936834,48625,253
219,Has Edge Guard,No,2377939,48625,253
209,Surface Material,Wood or Timber,2551857,48625,253
306,Next Inspection by Staff,2025-11-12,2691883,48625,253
293,Next Inspection by Qualified Professional,1998-01-01,2812732,48625,253
345,acs Accessible Priority,Medium,2944209,48625,253
347,Height,0,3016935,48625,253
226,Fall Height,-1,3022774,48625,253
292,Last Inspection by Qualified Professional,1993-01-01,3034128,48625,253
360,PO2026 Agrmt Priority,high,3133562,48625,253
3,GIS ID,bridges.48626,296263,48626,253
67,"Material (Frame, Tank, Body)",TBD,936835,48626,253
198,Width,1,936836,48626,253
204,acs Is Asset Accessible,TBD,936837,48626,253
205,acs Is the Route to the Asset Accessible,TBD,936838,48626,253
216,Decking Material,TBD,936839,48626,253
217,Structure Material,TBD,936840,48626,253
218,Has Pedestrian Railing,No railings,936841,48626,253
221,Length,0,936842,48626,253
223,Load Capacity,0,936843,48626,253
228,Bridge Type,TBD,936844,48626,253
229,Abutment Material,TBD,936845,48626,253
231,Vehicle Access,No,936846,48626,253
219,Has Edge Guard,No,2377940,48626,253
209,Surface Material,TBD,2551858,48626,253
306,Next Inspection by Staff,2026-05-01,2691884,48626,253
293,Next Inspection by Qualified Professional,1995-01-01,2812733,48626,253
345,acs Accessible Priority,Medium,2944210,48626,253
