attribute_definition_id,attribute_definition_name,value,id,asset_id,profile_id
216,Decking Material,TBD,2627151,112071,253
221,Length,4,2627152,112071,253
218,Has Pedestrian Railing,No railings,2627153,112071,253
219,Has Edge Guard,TBD,2627154,112071,253
231,Vehicle Access,TBD,2627155,112071,253
306,Next Inspection by Staff,2026-05-01,2739729,112071,253
293,Next Inspection by Qualified Professional,2020-01-01,2818320,112071,253
204,acs Is Asset Accessible,TBD,2900476,112071,253
205,acs Is the Route to the Asset Accessible,TBD,2900477,112071,253
345,acs Accessible Priority,Medium,2900478,112071,253
347,Height,0,3017974,112071,253
226,Fall Height,-1,3026145,112071,253
292,Last Inspection by Qualified Professional,2015-01-01,3039192,112071,253
360,PO2026 Agrmt Priority,high,3184033,112071,253
3,GIS ID,bridges.112087,2590131,112087,253
198,Width,0,2627156,112087,253
223,Load Capacity,0,2627158,112087,253
228,Bridge Type,TBD,2627159,112087,253
229,Abutment Material,TBD,2627160,112087,253
217,Structure Material,TBD,2627161,112087,253
216,Decking Material,TBD,2627162,112087,253
221,Length,4,2627163,112087,253
218,Has Pedestrian Railing,No railings,2627164,112087,253
219,Has Edge Guard,TBD,2627165,112087,253
231,Vehicle Access,TBD,2627166,112087,253
306,Next Inspection by Staff,2026-05-01,2739745,112087,253
293,Next Inspection by Qualified Professional,2020-01-01,2818321,112087,253
204,acs Is Asset Accessible,TBD,2900512,112087,253
205,acs Is the Route to the Asset Accessible,TBD,2900513,112087,253
345,acs Accessible Priority,Medium,2900514,112087,253
347,Height,0,3017975,112087,253
226,Fall Height,-1,3026146,112087,253
292,Last Inspection by Qualified Professional,2015-01-01,3039193,112087,253
360,PO2026 Agrmt Priority,high,3184049,112087,253
3,GIS ID,bridges.112129,2590180,112129,253
198,Width,0,2627178,112129,253
223,Load Capacity,0,2627180,112129,253
228,Bridge Type,TBD,2627181,112129,253
229,Abutment Material,TBD,2627182,112129,253
217,Structure Material,TBD,2627183,112129,253
216,Decking Material,TBD,2627184,112129,253
221,Length,7,2627185,112129,253
218,Has Pedestrian Railing,No railings,2627186,112129,253
219,Has Edge Guard,TBD,2627187,112129,253
231,Vehicle Access,TBD,2627188,112129,253
306,Next Inspection by Staff,2026-05-01,2739787,112129,253
293,Next Inspection by Qualified Professional,2020-01-01,2818324,112129,253
204,acs Is Asset Accessible,TBD,2900614,112129,253
205,acs Is the Route to the Asset Accessible,TBD,2900615,112129,253
345,acs Accessible Priority,Medium,2900616,112129,253
347,Height,0,3017976,112129,253
226,Fall Height,-1,3026149,112129,253
292,Last Inspection by Qualified Professional,2015-01-01,3039196,112129,253
360,PO2026 Agrmt Priority,high,3184089,112129,253
3,GIS ID,bridges.112141,2590195,112141,253
198,Width,0,2627200,112141,253
223,Load Capacity,0,2627202,112141,253
228,Bridge Type,TBD,2627203,112141,253
229,Abutment Material,TBD,2627204,112141,253
217,Structure Material,TBD,2627205,112141,253
216,Decking Material,TBD,2627206,112141,253
221,Length,8,2627207,112141,253
218,Has Pedestrian Railing,No railings,2627208,112141,253
219,Has Edge Guard,TBD,2627209,112141,253
231,Vehicle Access,TBD,2627210,112141,253
306,Next Inspection by Staff,2026-05-01,2739798,112141,253
293,Next Inspection by Qualified Professional,2018-01-01,2818326,112141,253
204,acs Is Asset Accessible,TBD,2900644,112141,253
205,acs Is the Route to the Asset Accessible,TBD,2900645,112141,253
345,acs Accessible Priority,Medium,2900646,112141,253
347,Height,0,3017977,112141,253
226,Fall Height,-1,3026151,112141,253
292,Last Inspection by Qualified Professional,2013-01-01,3039198,112141,253
360,PO2026 Agrmt Priority,high,3184101,112141,253
3,GIS ID,bridges.112145,2590199,112145,253
198,Width,0,2627211,112145,253
223,Load Capacity,0,2627213,112145,253
228,Bridge Type,TBD,2627214,112145,253
229,Abutment Material,TBD,2627215,112145,253
217,Structure Material,TBD,2627216,112145,253
216,Decking Material,TBD,2627217,112145,253
221,Length,8,2627218,112145,253
218,Has Pedestrian Railing,No railings,2627219,112145,253
219,Has Edge Guard,TBD,2627220,112145,253
231,Vehicle Access,TBD,2627221,112145,253
306,Next Inspection by Staff,2026-05-01,2739802,112145,253
293,Next Inspection by Qualified Professional,2018-01-01,2818327,112145,253
204,acs Is Asset Accessible,TBD,2900653,112145,253
205,acs Is the Route to the Asset Accessible,TBD,2900654,112145,253
345,acs Accessible Priority,Medium,2900655,112145,253
347,Height,0,3017978,112145,253
226,Fall Height,-1,3026152,112145,253
292,Last Inspection by Qualified Professional,2013-01-01,3039199,112145,253
360,PO2026 Agrmt Priority,high,3184105,112145,253
3,GIS ID,bridges.112154,2590208,112154,253
198,Width,0,2627222,112154,253
223,Load Capacity,0,2627224,112154,253
228,Bridge Type,TBD,2627225,112154,253
229,Abutment Material,TBD,2627226,112154,253
217,Structure Material,TBD,2627227,112154,253
216,Decking Material,TBD,2627228,112154,253
221,Length,8,2627229,112154,253
218,Has Pedestrian Railing,No railings,2627230,112154,253
219,Has Edge Guard,TBD,2627231,112154,253
231,Vehicle Access,TBD,2627232,112154,253
306,Next Inspection by Staff,2026-05-01,2739811,112154,253
293,Next Inspection by Qualified Professional,2015-01-01,2818328,112154,253
204,acs Is Asset Accessible,TBD,2900671,112154,253
205,acs Is the Route to the Asset Accessible,TBD,2900672,112154,253
345,acs Accessible Priority,Medium,2900673,112154,253
347,Height,0,3017979,112154,253
226,Fall Height,-1,3026153,112154,253
292,Last Inspection by Qualified Professional,2010-01-01,3039200,112154,253
360,PO2026 Agrmt Priority,high,3184114,112154,253
3,GIS ID,bridges.112165,2590228,112165,253
198,Width,0,2627233,112165,253
223,Load Capacity,0,2627235,112165,253
228,Bridge Type,TBD,2627236,112165,253
229,Abutment Material,TBD,2627237,112165,253
217,Structure Material,TBD,2627238,112165,253
216,Decking Material,TBD,2627239,112165,253
221,Length,8,2627240,112165,253
218,Has Pedestrian Railing,No railings,2627241,112165,253
219,Has Edge Guard,TBD,2627242,112165,253
231,Vehicle Access,TBD,2627243,112165,253
306,Next Inspection by Staff,2026-05-01,2739821,112165,253
293,Next Inspection by Qualified Professional,2022-01-01,2818329,112165,253
204,acs Is Asset Accessible,TBD,2900686,112165,253
205,acs Is the Route to the Asset Accessible,TBD,2900687,112165,253
345,acs Accessible Priority,Medium,2900688,112165,253
347,Height,0,3017980,112165,253
226,Fall Height,-1,3026154,112165,253
292,Last Inspection by Qualified Professional,2017-01-01,3039201,112165,253
360,PO2026 Agrmt Priority,high,3184125,112165,253
3,GIS ID,bridges.112167,2590230,112167,253
198,Width,0,2627244,112167,253
223,Load Capacity,0,2627246,112167,253
228,Bridge Type,TBD,2627247,112167,253
229,Abutment Material,TBD,2627248,112167,253
217,Structure Material,TBD,2627249,112167,253
216,Decking Material,TBD,2627250,112167,253
221,Length,8,2627251,112167,253
218,Has Pedestrian Railing,No railings,2627252,112167,253
219,Has Edge Guard,TBD,2627253,112167,253
231,Vehicle Access,TBD,2627254,112167,253
306,Next Inspection by Staff,2026-05-01,2739823,112167,253
293,Next Inspection by Qualified Professional,2020-01-01,2818330,112167,253
204,acs Is Asset Accessible,TBD,2900692,112167,253
205,acs Is the Route to the Asset Accessible,TBD,2900693,112167,253
345,acs Accessible Priority,Medium,2900694,112167,253
347,Height,0,3017981,112167,253
226,Fall Height,-1,3026155,112167,253
292,Last Inspection by Qualified Professional,2015-01-01,3039202,112167,253
360,PO2026 Agrmt Priority,high,3184127,112167,253
3,GIS ID,bridges.112236,2590392,112236,253
198,Width,0,2627255,112236,253
223,Load Capacity,0,2627257,112236,253
228,Bridge Type,TBD,2627258,112236,253
229,Abutment Material,TBD,2627259,112236,253
217,Structure Material,TBD,2627260,112236,253
216,Decking Material,TBD,2627261,112236,253
221,Length,4,2627262,112236,253
218,Has Pedestrian Railing,No railings,2627263,112236,253
219,Has Edge Guard,TBD,2627264,112236,253
231,Vehicle Access,TBD,2627265,112236,253
306,Next Inspection by Staff,2026-05-01,2739888,112236,253
293,Next Inspection by Qualified Professional,2019-01-01,2818333,112236,253
204,acs Is Asset Accessible,TBD,2900799,112236,253
205,acs Is the Route to the Asset Accessible,TBD,2900800,112236,253
345,acs Accessible Priority,Medium,2900801,112236,253
347,Height,0,3017982,112236,253
226,Fall Height,-1,3026156,112236,253
292,Last Inspection by Qualified Professional,2014-01-01,3039205,112236,253
360,PO2026 Agrmt Priority,high,3184195,112236,253
3,GIS ID,bridges.112243,2592101,112243,253
198,Width,0,2627266,112243,253
223,Load Capacity,0,2627268,112243,253
228,Bridge Type,TBD,2627269,112243,253
229,Abutment Material,TBD,2627270,112243,253
217,Structure Material,TBD,2627271,112243,253
216,Decking Material,TBD,2627272,112243,253
221,Length,8,2627273,112243,253
218,Has Pedestrian Railing,TBD,2627274,112243,253
219,Has Edge Guard,TBD,2627275,112243,253
231,Vehicle Access,TBD,2627276,112243,253
306,Next Inspection by Staff,2026-05-01,2739895,112243,253
293,Next Inspection by Qualified Professional,2012-01-01,2818334,112243,253
204,acs Is Asset Accessible,TBD,2900817,112243,253
205,acs Is the Route to the Asset Accessible,TBD,2900818,112243,253
345,acs Accessible Priority,Medium,2900819,112243,253
347,Height,0,3017983,112243,253
226,Fall Height,-1,3026157,112243,253
292,Last Inspection by Qualified Professional,2007-01-01,3039206,112243,253
360,PO2026 Agrmt Priority,high,3184202,112243,253
3,GIS ID,bridges.112248,2590678,112248,253
198,Width,0,2627277,112248,253
223,Load Capacity,0,2627279,112248,253
228,Bridge Type,TBD,2627280,112248,253
229,Abutment Material,TBD,2627281,112248,253
217,Structure Material,TBD,2627282,112248,253
216,Decking Material,TBD,2627283,112248,253
221,Length,4,2627284,112248,253
218,Has Pedestrian Railing,No railings,2627285,112248,253
219,Has Edge Guard,TBD,2627286,112248,253
231,Vehicle Access,TBD,2627287,112248,253
306,Next Inspection by Staff,2026-05-01,2739900,112248,253
293,Next Inspection by Qualified Professional,2017-01-01,2818335,112248,253
204,acs Is Asset Accessible,TBD,2900829,112248,253
205,acs Is the Route to the Asset Accessible,TBD,2900830,112248,253
345,acs Accessible Priority,Medium,2900831,112248,253
347,Height,0,3017984,112248,253
226,Fall Height,-1,3026158,112248,253
292,Last Inspection by Qualified Professional,2012-01-01,3039207,112248,253
360,PO2026 Agrmt Priority,Not Applicable,3077947,112248,253
3,GIS ID,bridges.112262,2590707,112262,253
198,Width,0,2627288,112262,253
223,Load Capacity,0,2627290,112262,253
228,Bridge Type,TBD,2627291,112262,253
229,Abutment Material,TBD,2627292,112262,253
217,Structure Material,TBD,2627293,112262,253
216,Decking Material,TBD,2627294,112262,253
221,Length,3,2627295,112262,253
218,Has Pedestrian Railing,No railings,2627296,112262,253
219,Has Edge Guard,TBD,2627297,112262,253
231,Vehicle Access,TBD,2627298,112262,253
306,Next Inspection by Staff,2026-05-01,2739914,112262,253
293,Next Inspection by Qualified Professional,2021-01-01,2818336,112262,253
204,acs Is Asset Accessible,TBD,2900859,112262,253
205,acs Is the Route to the Asset Accessible,TBD,2900860,112262,253
345,acs Accessible Priority,Medium,2900861,112262,253
347,Height,0,3017985,112262,253
226,Fall Height,-1,3026159,112262,253
292,Last Inspection by Qualified Professional,2016-01-01,3039208,112262,253
360,PO2026 Agrmt Priority,Not Applicable,3077948,112262,253
3,GIS ID,bridges.112276,2590735,112276,253
198,Width,0,2627299,112276,253
223,Load Capacity,0,2627301,112276,253
228,Bridge Type,TBD,2627302,112276,253
229,Abutment Material,TBD,2627303,112276,253
217,Structure Material,TBD,2627304,112276,253
216,Decking Material,TBD,2627305,112276,253
221,Length,4,2627306,112276,253
218,Has Pedestrian Railing,No railings,2627307,112276,253
219,Has Edge Guard,TBD,2627308,112276,253
231,Vehicle Access,TBD,2627309,112276,253
306,Next Inspection by Staff,2026-05-01,2739927,112276,253
293,Next Inspection by Qualified Professional,2017-01-01,2818338,112276,253
204,acs Is Asset Accessible,TBD,2900892,112276,253
205,acs Is the Route to the Asset Accessible,TBD,2900893,112276,253
345,acs Accessible Priority,Medium,2900894,112276,253
347,Height,0,3017986,112276,253
226,Fall Height,-1,3026160,112276,253
292,Last Inspection by Qualified Professional,2012-01-01,3039210,112276,253
360,PO2026 Agrmt Priority,Not Applicable,3077949,112276,253
3,GIS ID,bridges.112278,2590737,112278,253
198,Width,0,2627310,112278,253
223,Load Capacity,0,2627312,112278,253
228,Bridge Type,TBD,2627313,112278,253
229,Abutment Material,TBD,2627314,112278,253
217,Structure Material,TBD,2627315,112278,253
216,Decking Material,TBD,2627316,112278,253
221,Length,5,2627317,112278,253
218,Has Pedestrian Railing,No railings,2627318,112278,253
219,Has Edge Guard,TBD,2627319,112278,253
231,Vehicle Access,TBD,2627320,112278,253
306,Next Inspection by Staff,2026-05-01,2739929,112278,253
293,Next Inspection by Qualified Professional,2017-01-01,2818339,112278,253
204,acs Is Asset Accessible,TBD,2900898,112278,253
205,acs Is the Route to the Asset Accessible,TBD,2900899,112278,253
345,acs Accessible Priority,Medium,2900900,112278,253
347,Height,0,3017987,112278,253
226,Fall Height,-1,3026161,112278,253
292,Last Inspection by Qualified Professional,2012-01-01,3039211,112278,253
360,PO2026 Agrmt Priority,Not Applicable,3077950,112278,253
3,GIS ID,bridges.112279,2590738,112279,253
198,Width,0,2627321,112279,253
223,Load Capacity,0,2627323,112279,253
228,Bridge Type,TBD,2627324,112279,253
229,Abutment Material,TBD,2627325,112279,253
217,Structure Material,TBD,2627326,112279,253
216,Decking Material,TBD,2627327,112279,253
221,Length,4,2627328,112279,253
218,Has Pedestrian Railing,No railings,2627329,112279,253
219,Has Edge Guard,TBD,2627330,112279,253
231,Vehicle Access,TBD,2627331,112279,253
306,Next Inspection by Staff,2026-05-01,2739930,112279,253
293,Next Inspection by Qualified Professional,2017-01-01,2818340,112279,253
204,acs Is Asset Accessible,TBD,2900901,112279,253
205,acs Is the Route to the Asset Accessible,TBD,2900902,112279,253
345,acs Accessible Priority,Medium,2900903,112279,253
347,Height,0,3017988,112279,253
226,Fall Height,-1,3026162,112279,253
292,Last Inspection by Qualified Professional,2012-01-01,3039212,112279,253
360,PO2026 Agrmt Priority,Not Applicable,3077951,112279,253
3,GIS ID,bridges.112282,2590743,112282,253
198,Width,0,2627332,112282,253
223,Load Capacity,0,2627334,112282,253
228,Bridge Type,TBD,2627335,112282,253
229,Abutment Material,TBD,2627336,112282,253
217,Structure Material,TBD,2627337,112282,253
216,Decking Material,TBD,2627338,112282,253
221,Length,0,2627339,112282,253
218,Has Pedestrian Railing,TBD,2627340,112282,253
219,Has Edge Guard,TBD,2627341,112282,253
231,Vehicle Access,TBD,2627342,112282,253
306,Next Inspection by Staff,2026-05-01,2739933,112282,253
293,Next Inspection by Qualified Professional,2021-01-01,2818341,112282,253
204,acs Is Asset Accessible,TBD,2900910,112282,253
205,acs Is the Route to the Asset Accessible,TBD,2900911,112282,253
345,acs Accessible Priority,Medium,2900912,112282,253
347,Height,0,3017989,112282,253
226,Fall Height,-1,3026163,112282,253
292,Last Inspection by Qualified Professional,2016-01-01,3039213,112282,253
360,PO2026 Agrmt Priority,Not Applicable,3077952,112282,253
3,GIS ID,bridges.112301,2590775,112301,253
198,Width,0,2627343,112301,253
223,Load Capacity,0,2627345,112301,253
228,Bridge Type,TBD,2627346,112301,253
229,Abutment Material,TBD,2627347,112301,253
217,Structure Material,TBD,2627348,112301,253
216,Decking Material,TBD,2627349,112301,253
221,Length,4,2627350,112301,253
218,Has Pedestrian Railing,No railings,2627351,112301,253
219,Has Edge Guard,TBD,2627352,112301,253
231,Vehicle Access,TBD,2627353,112301,253
306,Next Inspection by Staff,2026-05-01,2739951,112301,253
293,Next Inspection by Qualified Professional,2018-01-01,2818342,112301,253
204,acs Is Asset Accessible,TBD,2900961,112301,253
205,acs Is the Route to the Asset Accessible,TBD,2900962,112301,253
345,acs Accessible Priority,Medium,2900963,112301,253
347,Height,0,3017990,112301,253
226,Fall Height,-1,3026164,112301,253
292,Last Inspection by Qualified Professional,2013-01-01,3039214,112301,253
360,PO2026 Agrmt Priority,Not Applicable,3077953,112301,253
204,acs Is Asset Accessible,TBD,2590850,112338,253
205,acs Is the Route to the Asset Accessible,TBD,2590851,112338,253
216,Decking Material,Timber,2590852,112338,253
219,Has Edge Guard,No,2590853,112338,253
218,Has Pedestrian Railing,No railings,2590854,112338,253
217,Structure Material,Timber,2590856,112338,253
198,Width,1,2590857,112338,253
3,GIS ID,bridges.112338,2590858,112338,253
221,Length,4,2600783,112338,253
306,Next Inspection by Staff,2026-05-01,2739988,112338,253
293,Next Inspection by Qualified Professional,2017-07-15,2818343,112338,253
345,acs Accessible Priority,Medium,2966104,112338,253
347,Height,1,3017991,112338,253
226,Fall Height,-1,3026169,112338,253
292,Last Inspection by Qualified Professional,2012-07-15,3039215,112338,253
360,PO2026 Agrmt Priority,Not Applicable,3091257,112338,253
204,acs Is Asset Accessible,TBD,2590860,112340,253
205,acs Is the Route to the Asset Accessible,TBD,2590861,112340,253
216,Decking Material,TBD,2590862,112340,253
219,Has Edge Guard,No,2590863,112340,253
218,Has Pedestrian Railing,No railings,2590864,112340,253
217,Structure Material,TBD,2590866,112340,253
198,Width,1,2590867,112340,253
3,GIS ID,bridges.112340,2590868,112340,253
221,Length,6,2600784,112340,253
306,Next Inspection by Staff,2026-05-01,2739990,112340,253
293,Next Inspection by Qualified Professional,2015-07-10,2818344,112340,253
345,acs Accessible Priority,Medium,2966105,112340,253
347,Height,1,3017992,112340,253
226,Fall Height,-1,3026170,112340,253
292,Last Inspection by Qualified Professional,2010-07-10,3039216,112340,253
360,PO2026 Agrmt Priority,Not Applicable,3091259,112340,253
204,acs Is Asset Accessible,TBD,2590889,112348,253
205,acs Is the Route to the Asset Accessible,TBD,2590890,112348,253
216,Decking Material,TBD,2590891,112348,253
219,Has Edge Guard,No,2590892,112348,253
218,Has Pedestrian Railing,No railings,2590893,112348,253
217,Structure Material,TBD,2590895,112348,253
198,Width,1,2590896,112348,253
3,GIS ID,bridges.112348,2590897,112348,253
221,Length,3,2600785,112348,253
306,Next Inspection by Staff,2026-05-01,2739998,112348,253
293,Next Inspection by Qualified Professional,2015-07-15,2818346,112348,253
345,acs Accessible Priority,Medium,2966110,112348,253
347,Height,1,3017993,112348,253
226,Fall Height,-1,3026172,112348,253
292,Last Inspection by Qualified Professional,2010-07-15,3039218,112348,253
360,PO2026 Agrmt Priority,Not Applicable,3091266,112348,253
229,Abutment Material,Timber,2591072,112369,253
204,acs Is Asset Accessible,TBD,2591073,112369,253
205,acs Is the Route to the Asset Accessible,TBD,2591074,112369,253
228,Bridge Type,Beam,2591075,112369,253
216,Decking Material,Timber,2591076,112369,253
218,Has Pedestrian Railing,No railings,2591077,112369,253
221,Length,3,2591079,112369,253
223,Load Capacity,0,2591080,112369,253
217,Structure Material,Timber,2591081,112369,253
231,Vehicle Access,No,2591082,112369,253
198,Width,0.75,2591083,112369,253
3,GIS ID,bridges.112369,2591084,112369,253
306,Next Inspection by Staff,2026-05-01,2740019,112369,253
293,Next Inspection by Qualified Professional,2015-07-15,2818349,112369,253
345,acs Accessible Priority,Medium,2966123,112369,253
347,Height,0.5,3017994,112369,253
226,Fall Height,-1,3026174,112369,253
292,Last Inspection by Qualified Professional,2010-07-15,3039221,112369,253
360,PO2026 Agrmt Priority,Not Applicable,3091286,112369,253
204,acs Is Asset Accessible,TBD,2591282,112386,253
205,acs Is the Route to the Asset Accessible,TBD,2591283,112386,253
216,Decking Material,TBD,2591284,112386,253
219,Has Edge Guard,No,2591285,112386,253
218,Has Pedestrian Railing,No railings,2591286,112386,253
217,Structure Material,TBD,2591288,112386,253
198,Width,1,2591289,112386,253
3,GIS ID,bridges.112386,2591290,112386,253
221,Length,4,2600787,112386,253
306,Next Inspection by Staff,2026-05-01,2740036,112386,253
293,Next Inspection by Qualified Professional,2017-07-15,2818351,112386,253
345,acs Accessible Priority,Medium,2966127,112386,253
347,Height,1,3017995,112386,253
226,Fall Height,-1,3026175,112386,253
292,Last Inspection by Qualified Professional,2012-07-15,3039223,112386,253
360,PO2026 Agrmt Priority,Not Applicable,3091301,112386,253
229,Abutment Material,TBD,2591376,112404,253
204,acs Is Asset Accessible,TBD,2591377,112404,253
205,acs Is the Route to the Asset Accessible,TBD,2591378,112404,253
228,Bridge Type,TBD,2591379,112404,253
216,Decking Material,TBD,2591380,112404,253
218,Has Pedestrian Railing,No railings,2591381,112404,253
221,Length,0,2591383,112404,253
223,Load Capacity,0,2591384,112404,253
217,Structure Material,TBD,2591385,112404,253
231,Vehicle Access,No,2591386,112404,253
198,Width,0,2591387,112404,253
3,GIS ID,bridges.112404,2591388,112404,253
306,Next Inspection by Staff,2026-05-01,2740054,112404,253
293,Next Inspection by Qualified Professional,2010-08-08,2818352,112404,253
345,acs Accessible Priority,Medium,2966133,112404,253
347,Height,0,3017996,112404,253
226,Fall Height,-1,3026177,112404,253
292,Last Inspection by Qualified Professional,2005-08-08,3039224,112404,253
360,PO2026 Agrmt Priority,Not Applicable,3091318,112404,253
204,acs Is Asset Accessible,TBD,2591396,112406,253
205,acs Is the Route to the Asset Accessible,TBD,2591397,112406,253
216,Decking Material,TBD,2591398,112406,253
219,Has Edge Guard,No,2591399,112406,253
218,Has Pedestrian Railing,No railings,2591400,112406,253
217,Structure Material,TBD,2591402,112406,253
198,Width,1,2591403,112406,253
3,GIS ID,bridges.112406,2591404,112406,253
221,Length,6,2600789,112406,253
306,Next Inspection by Staff,2026-05-01,2740056,112406,253
293,Next Inspection by Qualified Professional,2010-05-05,2818353,112406,253
345,acs Accessible Priority,Medium,2966135,112406,253
347,Height,1,3017997,112406,253
226,Fall Height,-1,3026178,112406,253
292,Last Inspection by Qualified Professional,2005-05-05,3039225,112406,253
360,PO2026 Agrmt Priority,Not Applicable,3091320,112406,253
204,acs Is Asset Accessible,TBD,2591405,112407,253
205,acs Is the Route to the Asset Accessible,TBD,2591406,112407,253
216,Decking Material,TBD,2591407,112407,253
219,Has Edge Guard,No,2591408,112407,253
218,Has Pedestrian Railing,No railings,2591409,112407,253
217,Structure Material,TBD,2591411,112407,253
198,Width,1,2591412,112407,253
3,GIS ID,bridges.112407,2591413,112407,253
221,Length,4,2600790,112407,253
306,Next Inspection by Staff,2025-11-20,2740057,112407,253
293,Next Inspection by Qualified Professional,2015-05-05,2818354,112407,253
345,acs Accessible Priority,Medium,2966136,112407,253
347,Height,1,3017998,112407,253
226,Fall Height,-1,3026179,112407,253
292,Last Inspection by Qualified Professional,2010-05-05,3039226,112407,253
360,PO2026 Agrmt Priority,Not Applicable,3091321,112407,253
229,Abutment Material,TBD,2591414,112408,253
204,acs Is Asset Accessible,TBD,2591415,112408,253
205,acs Is the Route to the Asset Accessible,TBD,2591416,112408,253
228,Bridge Type,TBD,2591417,112408,253
216,Decking Material,TBD,2591418,112408,253
218,Has Pedestrian Railing,No railings,2591419,112408,253
221,Length,0,2591421,112408,253
223,Load Capacity,0,2591422,112408,253
217,Structure Material,TBD,2591423,112408,253
231,Vehicle Access,No,2591424,112408,253
198,Width,0,2591425,112408,253
3,GIS ID,bridges.112408,2591426,112408,253
306,Next Inspection by Staff,2026-05-01,2740058,112408,253
293,Next Inspection by Qualified Professional,2027-07-20,2818355,112408,253
345,acs Accessible Priority,Medium,2966137,112408,253
347,Height,0,3017999,112408,253
226,Fall Height,-1,3026180,112408,253
292,Last Inspection by Qualified Professional,2022-07-20,3039227,112408,253
360,PO2026 Agrmt Priority,Not Applicable,3091322,112408,253
204,acs Is Asset Accessible,TBD,2597819,112411,253
205,acs Is the Route to the Asset Accessible,TBD,2597820,112411,253
216,Decking Material,TBD,2597821,112411,253
219,Has Edge Guard,No,2597822,112411,253
218,Has Pedestrian Railing,1 railing,2597823,112411,253
217,Structure Material,TBD,2597825,112411,253
198,Width,1,2597826,112411,253
3,GIS ID,bridges.112411,2597827,112411,253
221,Length,8,2599769,112411,253
306,Next Inspection by Staff,2026-05-01,2740061,112411,253
293,Next Inspection by Qualified Professional,2015-06-22,2818356,112411,253
345,acs Accessible Priority,Medium,2966139,112411,253
347,Height,1,3018000,112411,253
226,Fall Height,-1,3026181,112411,253
292,Last Inspection by Qualified Professional,2010-06-22,3039228,112411,253
360,PO2026 Agrmt Priority,Not Applicable,3091325,112411,253
229,Abutment Material,TBD,2596473,112422,253
204,acs Is Asset Accessible,No,2596474,112422,253
205,acs Is the Route to the Asset Accessible,No,2596475,112422,253
228,Bridge Type,Beam,2596476,112422,253
216,Decking Material,Timber,2596477,112422,253
218,Has Pedestrian Railing,No railings,2596478,112422,253
221,Length,4,2596480,112422,253
223,Load Capacity,0,2596481,112422,253
217,Structure Material,Timber,2596482,112422,253
231,Vehicle Access,No,2596483,112422,253
198,Width,1,2596484,112422,253
3,GIS ID,bridges.112422,2596485,112422,253
306,Next Inspection by Staff,2026-05-01,2740071,112422,253
293,Next Inspection by Qualified Professional,2015-01-01,2818358,112422,253
345,acs Accessible Priority,Medium,2966144,112422,253
347,Height,1,3018001,112422,253
226,Fall Height,-1,3026182,112422,253
292,Last Inspection by Qualified Professional,2010-01-01,3039230,112422,253
360,PO2026 Agrmt Priority,high,3151315,112422,253
229,Abutment Material,TBD,2593634,112524,253
204,acs Is Asset Accessible,TBD,2593635,112524,253
205,acs Is the Route to the Asset Accessible,TBD,2593636,112524,253
228,Bridge Type,TBD,2593637,112524,253
216,Decking Material,TBD,2593638,112524,253
218,Has Pedestrian Railing,No railings,2593639,112524,253
221,Length,5,2593641,112524,253
223,Load Capacity,0,2593642,112524,253
217,Structure Material,TBD,2593643,112524,253
231,Vehicle Access,No,2593644,112524,253
198,Width,0,2593645,112524,253
3,GIS ID,bridges.112524,2593646,112524,253
306,Next Inspection by Staff,2026-05-01,2740157,112524,253
293,Next Inspection by Qualified Professional,2017-08-14,2818360,112524,253
345,acs Accessible Priority,Medium,2966192,112524,253
347,Height,0,3018002,112524,253
226,Fall Height,-1,3026184,112524,253
292,Last Inspection by Qualified Professional,2012-08-14,3039232,112524,253
360,PO2026 Agrmt Priority,Not Applicable,3091388,112524,253
229,Abutment Material,TBD,2593650,112526,253
204,acs Is Asset Accessible,TBD,2593651,112526,253
205,acs Is the Route to the Asset Accessible,TBD,2593652,112526,253
228,Bridge Type,TBD,2593653,112526,253
216,Decking Material,TBD,2593654,112526,253
218,Has Pedestrian Railing,No railings,2593655,112526,253
221,Length,4,2593657,112526,253
223,Load Capacity,0,2593658,112526,253
217,Structure Material,TBD,2593659,112526,253
231,Vehicle Access,No,2593660,112526,253
198,Width,0,2593661,112526,253
3,GIS ID,bridges.112526,2593662,112526,253
306,Next Inspection by Staff,2026-05-01,2740159,112526,253
293,Next Inspection by Qualified Professional,2020-08-04,2818361,112526,253
345,acs Accessible Priority,Medium,2966193,112526,253
347,Height,0,3018003,112526,253
226,Fall Height,-1,3026185,112526,253
292,Last Inspection by Qualified Professional,2015-08-04,3039233,112526,253
360,PO2026 Agrmt Priority,Not Applicable,3091390,112526,253
3,GIS ID,bridges.112574,2589457,112574,253
198,Width,0,2627375,112574,253
223,Load Capacity,0,2627377,112574,253
228,Bridge Type,TBD,2627378,112574,253
229,Abutment Material,TBD,2627379,112574,253
217,Structure Material,TBD,2627380,112574,253
216,Decking Material,TBD,2627381,112574,253
221,Length,0,2627382,112574,253
218,Has Pedestrian Railing,TBD,2627383,112574,253
219,Has Edge Guard,TBD,2627384,112574,253
231,Vehicle Access,TBD,2627385,112574,253
306,Next Inspection by Staff,2026-05-01,2740178,112574,253
293,Next Inspection by Qualified Professional,1995-01-01,2818363,112574,253
204,acs Is Asset Accessible,TBD,2901292,112574,253
205,acs Is the Route to the Asset Accessible,TBD,2901293,112574,253
345,acs Accessible Priority,Medium,2901294,112574,253
347,Height,0,3018004,112574,253
226,Fall Height,-1,3026189,112574,253
